pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
448,Lucario,Lucario,ルカリオ (Lucario),4,Normal,Aura Pokémon,Fighting,Steel,1.2,54.0,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,45.0,70.0,184.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
448,Mega Lucario,Lucario,ルカリオ (Lucario),4,Normal,Aura Pokémon,Fighting,Steel,1.3,57.5,Adaptability,,,70,145,88,140,70,112,45.0,70.0,219.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
449,Hippopotas,Hippopotas,ヒポポタス (Hippopotas),4,Normal,Hippo Pokémon,Ground,,0.8,49.5,Sand Stream,,Sand Force,68,72,78,38,42,32,140.0,70.0,66.0,Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Hippowdon,Hippoterus,カバルドン (Kabaldon),4,Normal,Heavyweight Pokémon,Ground,,2.0,300.0,Sand Stream,,Sand Force,108,112,118,68,72,47,60.0,70.0,184.0,Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Skorupi,Pionskora,スコルピ (Scorupi),4,Normal,Scorpion Pokémon,Poison,Bug,0.8,12.0,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,120.0,70.0,66.0,Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
452,Drapion,Piondragi,ドラピオン (Dorapion),4,Normal,Ogre Scorp Pokémon,Poison,Dark,1.3,61.5,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,45.0,70.0,175.0,Slow,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
453,Croagunk,Glibunkel,グレッグル (Gureggru),4,Normal,Toxic Mouth Pokémon,Poison,Fighting,0.7,23.0,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,140.0,100.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
454,Toxicroak,Toxiquak,ドクロッグ (Dokurog),4,Normal,Toxic Mouth Pokémon,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,75.0,70.0,172.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
455,Carnivine,Venuflibis,マスキッパ (Muskippa),4,Normal,Bug Catcher Pokémon,Grass,,1.4,27.0,Levitate,,,74,100,72,90,72,46,200.0,70.0,159.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
456,Finneon,Finneon,ケイコウオ (Keikouo),4,Normal,Wing Fish Pokémon,Water,,0.4,7.0,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,190.0,70.0,66.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
457,Lumineon,Lumineon,ネオラント (Neolant),4,Normal,Neon Pokémon,Water,,1.2,24.0,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,75.0,70.0,161.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
458,Mantyke,Mantirps,タマンタ (Tamanta),4,Normal,Kite Pokémon,Water,Flying,1.0,65.0,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,25.0,70.0,69.0,Slow,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
459,Snover,Shnebedeck,ユキカブリ (Yukikaburi),4,Normal,Frost Tree Pokémon,Grass,Ice,1.0,50.5,Snow Warning,,Soundproof,60,62,50,62,60,40,120.0,70.0,67.0,Slow,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
460,Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Frost Tree Pokémon,Grass,Ice,2.2,135.5,Snow Warning,,Soundproof,90,92,75,92,85,60,60.0,70.0,173.0,Slow,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
460,Mega Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Frost Tree Pokémon,Grass,Ice,2.7,185.0,Snow Warning,,,90,132,105,132,105,30,60.0,70.0,208.0,Slow,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
461,Weavile,Snibunna,マニューラ (Manyula),4,Normal,Sharp Claw Pokémon,Dark,Ice,1.1,34.0,Pressure,,Pickpocket,70,120,65,45,85,125,45.0,35.0,179.0,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
462,Magnezone,Magnezone,ジバコイル (Jibacoil),4,Normal,Magnet Area Pokémon,Electric,Steel,1.2,180.0,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,30.0,70.0,241.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
463,Lickilicky,Schlurplek,ベロベルト (Berobelt),4,Normal,Licking Pokémon,Normal,,1.7,140.0,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,30.0,70.0,180.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
464,Rhyperior,Rihornior,ドサイドン (Dosidon),4,Normal,Drill Pokémon,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,30.0,70.0,241.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
465,Tangrowth,Tangoloss,モジャンボ (Mojumbo),4,Normal,Vine Pokémon,Grass,,2.0,128.6,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,30.0,70.0,187.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,Electivire,Elevoltek,エレキブル (Elekible),4,Normal,Thunderbolt Pokémon,Electric,,1.8,138.6,Motor Drive,,Vital Spirit,75,123,67,95,85,95,30.0,70.0,243.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,Magbrant,ブーバーン (Booburn),4,Normal,Blast Pokémon,Fire,,1.6,68.0,Flame Body,,Vital Spirit,75,95,67,125,95,83,30.0,70.0,243.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,Togekiss,Togekiss,トゲキッス (Togekiss),4,Normal,Jubilee Pokémon,Fairy,Flying,1.5,38.0,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,30.0,70.0,245.0,Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
469,Yanmega,Yanmega,メガヤンマ (Megayanma),4,Normal,Ogre Darner Pokémon,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,30.0,70.0,180.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
470,Leafeon,Folipurba,リーフィア (Leafia),4,Normal,Verdant Pokémon,Grass,,1.0,25.5,Leaf Guard,,Chlorophyll,65,110,130,60,65,95,45.0,35.0,184.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,Glaceon,Glaziola,グレイシア (Glacia),4,Normal,Fresh Snow Pokémon,Ice,,0.8,25.9,Snow Cloak,,Ice Body,65,60,110,130,95,65,45.0,35.0,184.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
472,Gliscor,Skorgro,グライオン (Glion),4,Normal,Fang Scorp Pokémon,Ground,Flying,2.0,42.5,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,30.0,70.0,179.0,Medium Slow,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
473,Mamoswine,Mamutel,マンムー (Mammoo),4,Normal,Twin Tusk Pokémon,Ice,Ground,2.5,291.0,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,50.0,70.0,239.0,Slow,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
474,Porygon-Z,Porygon-Z,ポリゴンＺ (Porygon-Z),4,Normal,Virtual Pokémon,Normal,,0.9,34.0,Adaptability,Download,Analytic,85,80,70,135,75,90,30.0,70.0,241.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
475,Gallade,Galagladi,エルレイド (Erureido),4,Normal,Blade Pokémon,Psychic,Fighting,1.6,52.0,Steadfast,,Justified,68,125,65,65,115,80,45.0,35.0,233.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
475,Mega Gallade,Galagladi,エルレイド (Erureido),4,Normal,Blade Pokémon,Psychic,Fighting,1.6,56.4,Inner Focus,,,68,165,95,65,115,110,45.0,35.0,278.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
476,Probopass,Voluminas,ダイノーズ (Dainose),4,Normal,Compass Pokémon,Rock,Steel,1.4,340.0,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,60.0,70.0,184.0,Medium Fast,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
477,Dusknoir,Zwirrfinst,ヨノワール (Yonoir),4,Normal,Gripper Pokémon,Ghost,,2.2,106.6,Pressure,,Frisk,45,100,135,65,135,45,45.0,35.0,236.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
478,Froslass,Frosdedje,ユキメノコ (Yukimenoko),4,Normal,Snow Land Pokémon,Ice,Ghost,1.3,26.6,Snow Cloak,,Cursed Body,70,80,70,80,70,110,75.0,70.0,168.0,Medium Fast,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
479,Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Ghost,0.3,0.3,Levitate,,,50,50,77,95,77,91,45.0,70.0,154.0,Medium Fast,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
479,Heat Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Fire,0.3,0.3,Levitate,,,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
479,Wash Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Water,0.3,0.3,Levitate,,,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
479,Frost Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Ice,0.3,0.3,Levitate,,,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
479,Fan Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Flying,0.3,0.3,Levitate,,,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
479,Mow Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma Pokémon,Electric,Grass,0.3,0.3,Levitate,,,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
480,Uxie,Selfe,ユクシー (Yuxie),4,Sub Legendary,Knowledge Pokémon,Psychic,,0.3,0.3,Levitate,,,75,75,130,75,130,95,3.0,140.0,261.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
481,Mesprit,Vesprit,エムリット (Emrit),4,Sub Legendary,Emotion Pokémon,Psychic,,0.3,0.3,Levitate,,,80,105,105,105,105,80,3.0,140.0,261.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
482,Azelf,Tobutz,アグノム (Agnome),4,Sub Legendary,Willpower Pokémon,Psychic,,0.3,0.3,Levitate,,,75,125,70,125,70,115,3.0,140.0,261.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
483,Dialga,Dialga,ディアルガ (Dialga),4,Legendary,Temporal Pokémon,Steel,Dragon,5.4,683.0,Pressure,,Telepathy,100,120,120,150,100,90,3.0,0.0,306.0,Slow,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
484,Palkia,Palkia,パルキア (Palkia),4,Legendary,Spatial Pokémon,Water,Dragon,4.2,336.0,Pressure,,Telepathy,90,120,100,150,120,100,3.0,0.0,306.0,Slow,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
485,Heatran,Heatran,ヒードラン (Heatran),4,Sub Legendary,Lava Dome Pokémon,Fire,Steel,1.7,430.0,Flash Fire,,Flame Body,91,90,106,130,106,77,3.0,100.0,270.0,Slow,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
486,Regigigas,Regigigas,レジギガス (Regigigas),4,Sub Legendary,Colossal Pokémon,Normal,,3.7,420.0,Slow Start,,,110,160,110,80,110,100,3.0,0.0,302.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
487,Giratina Altered Forme,Giratina,ギラティナ (Giratina),4,Legendary,Renegade Pokémon,Ghost,Dragon,4.5,750.0,Pressure,,Telepathy,150,100,120,100,120,90,3.0,0.0,306.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
487,Giratina Origin Forme,Giratina,ギラティナ (Giratina),4,Legendary,Renegade Pokémon,Ghost,Dragon,6.9,650.0,Levitate,,,150,120,100,120,100,90,3.0,0.0,306.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
488,Cresselia,Cresselia,クレセリア (Cresselia),4,Sub Legendary,Lunar Pokémon,Psychic,,1.5,85.6,Levitate,,,120,70,120,75,130,85,3.0,100.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
489,Phione,Phione,フィオネ (Phione),4,Mythical,Sea Drifter Pokémon,Water,,0.4,3.1,Hydration,,,80,80,80,80,80,80,30.0,70.0,216.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
490,Manaphy,Manaphy,マナフィ (Manaphy),4,Mythical,Seafaring Pokémon,Water,,0.3,1.4,Hydration,,,100,100,100,100,100,100,3.0,70.0,270.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
491,Darkrai,Darkrai,ダークライ (Darkrai),4,Mythical,Pitch-Black Pokémon,Dark,,1.5,50.5,Bad Dreams,,,70,90,90,135,90,125,3.0,0.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
492,Shaymin Land Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude Pokémon,Grass,,0.2,2.1,Natural Cure,,,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
492,Shaymin Sky Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude Pokémon,Grass,Flying,0.4,5.2,Serene Grace,,,100,103,75,120,75,127,45.0,100.0,270.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
493,Arceus,Arceus,アルセウス (Arceus),4,Mythical,Alpha Pokémon,Normal,,3.2,320.0,Multitype,,,120,120,120,120,120,120,3.0,0.0,324.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
494,Victini,Victini,ビクティニ (Victini),5,Mythical,Victory Pokémon,Psychic,Fire,0.4,4.0,Victory Star,,,100,100,100,100,100,100,3.0,100.0,270.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
495,Snivy,Serpifeu,ツタージャ (Tsutarja),5,Normal,Grass Snake Pokémon,Grass,,0.6,8.1,Overgrow,,Contrary,45,45,55,45,55,63,45.0,70.0,62.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
496,Servine,Efoserp,ジャノビー (Janovy),5,Normal,Grass Snake Pokémon,Grass,,0.8,16.0,Overgrow,,Contrary,60,60,75,60,75,83,45.0,70.0,145.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Regal Pokémon,Grass,,3.3,63.0,Overgrow,,Contrary,75,75,95,75,95,113,45.0,70.0,238.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire Pig Pokémon,Fire,,0.5,9.9,Blaze,,Thick Fat,65,63,45,45,45,45,45.0,70.0,62.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire Pig Pokémon,Fire,Fighting,1.0,55.5,Blaze,,Thick Fat,90,93,55,70,55,55,45.0,70.0,146.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150.0,Blaze,,Reckless,110,123,65,100,65,65,45.0,70.0,238.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Sea Otter Pokémon,Water,,0.5,5.9,Torrent,,Shell Armor,55,55,45,63,45,45,45.0,70.0,62.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Discipline Pokémon,Water,,0.8,24.5,Torrent,,Shell Armor,75,75,60,83,60,60,45.0,70.0,145.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Formidable Pokémon,Water,,1.5,94.6,Torrent,,Shell Armor,95,100,85,108,70,70,45.0,70.0,238.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Scout Pokémon,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255.0,70.0,51.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Lookout Pokémon,Normal,,1.1,27.0,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,255.0,70.0,147.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Puppy Pokémon,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,255.0,70.0,55.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Loyal Dog Pokémon,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,120.0,70.0,130.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Big-Hearted Pokémon,Normal,,1.2,61.0,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,45.0,70.0,225.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Devious Pokémon,Dark,,0.4,10.1,Limber,Unburden,Prankster,41,50,37,50,37,66,255.0,70.0,56.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Cruel Pokémon,Dark,,1.1,37.5,Limber,Unburden,Prankster,64,88,50,88,50,106,90.0,70.0,156.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass Monkey Pokémon,Grass,,0.6,10.5,Gluttony,,Overgrow,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey Pokémon,Grass,,1.1,30.5,Gluttony,,Overgrow,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp Pokémon,Fire,,0.6,11.0,Gluttony,,Blaze,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember Pokémon,Fire,,1.0,28.0,Gluttony,,Blaze,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray Pokémon,Water,,0.6,13.5,Gluttony,,Torrent,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser Pokémon,Water,,1.0,29.0,Gluttony,,Torrent,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
